elimfilters_sku,source_sku,segment,oem_count,oem_brand,oem_code,recovery_score,recovery_tier
EL51265,W1126/5,Oil Filter,0,,,0,TIER_E
EL51127,W1127,Oil Filter,0,,,0,TIER_E
EL54022,W1140/22,Oil Filter,0,,,0,TIER_E
EL54053,W1140/5/3,Oil Filter,0,,,0,TIER_E
EL51408,W1140/8,Oil Filter,0,,,0,TIER_E
EL55010,W1150/10,Oil Filter,0,,,0,TIER_E
EL55011,W1150/11,Oil Filter,0,,,0,TIER_E
EL51503,W1150/3,Oil Filter,0,,,0,TIER_E
EL51509,W1150/9,Oil Filter,1,YAMZ ENGINES,53411012075,20,TIER_D
EL51153,W1153,Oil Filter,0,,,0,TIER_E
EL51603,W1160/3,Oil Filter,0,,,0,TIER_E
EL51604,W1160/4,Oil Filter,0,,,0,TIER_E
EL51601,W11601,Oil Filter,0,,,0,TIER_E
EL51162,W1162,Oil Filter,0,,,0,TIER_E
EL51701,W1170/1,Oil Filter,0,,,0,TIER_E
EL57016,W1170/16,Oil Filter,4,FG WILSON,10000-51283,40,TIER_C
EL57016,W1170/16,Oil Filter,4,PERKINS,SE111P,40,TIER_C
EL57016,W1170/16,Oil Filter,4,PERKINS,SE111B,40,TIER_C
EL57016,W1170/16,Oil Filter,4,PERKINS,4324909,40,TIER_C
EL51702,W1170/2,Oil Filter,0,,,0,TIER_E
EL51708,W1170/8,Oil Filter,1,COMPAIR,75279,20,TIER_D
EL51184,W1184,Oil Filter,0,,,0,TIER_E
EL52001,W12001,Oil Filter,0,,,0,TIER_E
EL52002,W12002,Oil Filter,0,,,0,TIER_E
EL52008,W12008Z,Oil Filter,1,INTERNATIONAL TRUCK,1842639C91,20,TIER_D
EL52013,W12013,Oil Filter,0,,,0,TIER_E
EL52106,W12106,Oil Filter,0,,,0,TIER_E
EL52052,W12205/2,Oil Filter,0,,,0,TIER_E
EL52371,W1237/1X,Oil Filter,0,,,0,TIER_E
EL52602,W12602,Oil Filter,0,,,0,TIER_E
EL52941,W1294/1,Oil Filter,0,,,0,TIER_E
EL53120,W13120,Oil Filter,0,,,0,TIER_E
EL51204,W13120/4,Oil Filter,0,,,0,TIER_E
EL54511,W13145/11,Oil Filter,2,CATERPILLAR,1234 3766,20,TIER_D
EL54511,W13145/11,Oil Filter,2,MWM,1234 3764,20,TIER_D
EL51459,W13145/9,Oil Filter,0,,,0,TIER_E
EL53151,W13151,Oil Filter,0,,,0,TIER_E
EL51372,W1372,Oil Filter,0,,,0,TIER_E
EL51374,W1374,Oil Filter,0,,,0,TIER_E
EL53741,W1374/1,Oil Filter,0,,,0,TIER_E
EL57410,W1374/10,Oil Filter,0,,,0,TIER_E
EL51385,W1385,Oil Filter,0,,,0,TIER_E
EL51410,W1410,Oil Filter,0,,,0,TIER_E
EL50431,W43/1,Oil Filter,0,,,0,TIER_E
EL50436,W43/6,Oil Filter,0,,,0,TIER_E
EL50437,W43/7,Oil Filter,0,,,0,TIER_E
EL50111,W6011/1,Oil Filter,0,,,0,TIER_E
EL50181,W6018/1,Oil Filter,0,,,0,TIER_E
EL56019,W6019M,Oil Filter,0,,,0,TIER_E
EL56024,W6024,Oil Filter,0,,,0,TIER_E
EL56028,W6028,Oil Filter,0,,,0,TIER_E
EL51080,W610/80,Oil Filter,0,,,0,TIER_E
EL51081,W610/81,Oil Filter,0,,,0,TIER_E
EL51082,W610/82,Oil Filter,0,,,0,TIER_E
EL51083,W610/83,Oil Filter,0,,,0,TIER_E
EL56109,W610/9M,Oil Filter,0,,,0,TIER_E
EL56117,W6117,Oil Filter,0,,,0,TIER_E
EL56780,W67/80,Oil Filter,0,,,0,TIER_E
EL56781,W67/81,Oil Filter,0,,,0,TIER_E
EL56904,W6904,Oil Filter,0,,,0,TIER_E
EL57015,W7015M,Oil Filter,0,,,0,TIER_E
EL57023,W7023M,Oil Filter,0,,,0,TIER_E
EL57026,W7026,Oil Filter,0,,,0,TIER_E
EL57030,W7030M,Oil Filter,0,,,0,TIER_E
EL57033,W7033,Oil Filter,0,,,0,TIER_E
EL57058,W7058M,Oil Filter,0,,,0,TIER_E
EL50731,W7073/1,Oil Filter,0,,,0,TIER_E
EL57075,W7075,Oil Filter,0,,,0,TIER_E
EL57076,W7076,Oil Filter,0,,,0,TIER_E
EL57092,W7092,Oil Filter,0,,,0,TIER_E
EL50711,W711,Oil Filter,0,,,0,TIER_E
EL57110,W7110,Oil Filter,0,,,0,TIER_E
EL51210,W712(10),Oil Filter,0,,,0,TIER_E
EL57121,W712/1,Oil Filter,0,,,0,TIER_E
EL51211,W712/11X,Oil Filter,0,,,0,TIER_E
EL51212,W712/12,Oil Filter,0,,,0,TIER_E
EL51214,W712/14,Oil Filter,0,,,0,TIER_E
EL51218,W712/18,Oil Filter,0,,,0,TIER_E
EL51219,W712/19,Oil Filter,0,,,0,TIER_E
EL57121,W712/1N,Oil Filter,0,,,0,TIER_E
EL57122,W712/2,Oil Filter,0,,,0,TIER_E
EL51222,W712/22X,Oil Filter,0,,,0,TIER_E
EL51223,W712/23,Oil Filter,0,,,0,TIER_E
EL51224,W712/24,Oil Filter,0,,,0,TIER_E
EL51226,W712/26,Oil Filter,0,,,0,TIER_E
EL57122,W712/2N,Oil Filter,0,,,0,TIER_E
EL57123,W712/3,Oil Filter,0,,,0,TIER_E
EL51234,W712/34,Oil Filter,0,,,0,TIER_E
EL53410,W712/34(10),Oil Filter,0,,,0,TIER_E
EL51235,W712/35,Oil Filter,0,,,0,TIER_E
EL51237,W712/37,Oil Filter,0,,,0,TIER_E
EL51239,W712/39,Oil Filter,0,,,0,TIER_E
EL54310,W712/43(10),Oil Filter,0,,,0,TIER_E
EL57125,W712/5,Oil Filter,0,,,0,TIER_E
EL51253,W712/53,Oil Filter,0,,,0,TIER_E
EL57125,W712/5X,Oil Filter,0,,,0,TIER_E
EL51260,W712/60,Oil Filter,0,,,0,TIER_E
EL51261,W712/61,Oil Filter,0,,,0,TIER_E
EL57126,W712/6N,Oil Filter,0,,,0,TIER_E
EL57127,W712/7,Oil Filter,0,,,0,TIER_E
EL51273,W712/73M,Oil Filter,0,,,0,TIER_E
EL51275,W712/75M,Oil Filter,0,,,0,TIER_E
EL52810,W712/8(10),Oil Filter,0,,,0,TIER_E
EL51281,W712/81,Oil Filter,0,,,0,TIER_E
EL51283,W712/83M,Oil Filter,0,,,0,TIER_E
EL51290,W712/90M,Oil Filter,0,,,0,TIER_E
EL59210,W712/92(10),Oil Filter,0,,,0,TIER_E
EL51292,W712/92M,Oil Filter,0,,,0,TIER_E
EL51294,W712/94M,Oil Filter,0,,,0,TIER_E
EL50712,W712N,Oil Filter,0,,,0,TIER_E
EL50713,W713,Oil Filter,0,,,0,TIER_E
EL57131,W713/1,Oil Filter,0,,,0,TIER_E
EL51313,W713/13,Oil Filter,0,,,0,TIER_E
EL51315,W713/15,Oil Filter,0,,,0,TIER_E
EL51316,W713/16X,Oil Filter,0,,,0,TIER_E
EL51322,W713/22,Oil Filter,0,,,0,TIER_E
EL51323,W713/23,Oil Filter,0,,,0,TIER_E
EL57134,W713/4,Oil Filter,0,,,0,TIER_E
EL57134,W713/4X,Oil Filter,0,,,0,TIER_E
EL57135,W713/5,Oil Filter,0,,,0,TIER_E
EL57135,W713/5X,Oil Filter,0,,,0,TIER_E
EL57136,W713/6,Oil Filter,0,,,0,TIER_E
EL57138,W7138,Oil Filter,0,,,0,TIER_E
EL50717,W717,Oil Filter,0,,,0,TIER_E
EL57171,W717/1,Oil Filter,0,,,0,TIER_E
EL50717,W717X,Oil Filter,0,,,0,TIER_E
EL57181,W718/1,Oil Filter,0,,,0,TIER_E
EL50719,W719,Oil Filter,0,,,0,TIER_E
EL51913,W719/13X,Oil Filter,0,,,0,TIER_E
EL51510,W719/15(10),Oil Filter,0,,,0,TIER_E
EL51915,W719/15X,Oil Filter,0,,,0,TIER_E
EL51916,W719/16,Oil Filter,0,,,0,TIER_E
EL51919,W719/19,Oil Filter,0,,,0,TIER_E
EL57191,W719/1X,Oil Filter,0,,,0,TIER_E
EL51923,W719/23,Oil Filter,0,,,0,TIER_E
EL51924,W719/24,Oil Filter,0,,,0,TIER_E
EL51925,W719/25,Oil Filter,0,,,0,TIER_E
EL51926,W719/26,Oil Filter,0,,,0,TIER_E
EL51928,W719/28,Oil Filter,0,,,0,TIER_E
EL53010,W719/30(10),Oil Filter,0,,,0,TIER_E
EL51932,W719/32,Oil Filter,0,,,0,TIER_E
EL51938,W719/38,Oil Filter,0,,,0,TIER_E
EL51940,W719/40,Oil Filter,0,,,0,TIER_E
EL54510,W719/45(10),Oil Filter,0,,,0,TIER_E
EL51945,W719/45M,Oil Filter,0,,,0,TIER_E
EL59510,W719/5(10),Oil Filter,0,,,0,TIER_E
EL51951,W719/51,Oil Filter,0,,,0,TIER_E
EL57195,W719/5N,Oil Filter,0,,,0,TIER_E
EL57196,W719/6,Oil Filter,0,,,0,TIER_E
EL57199,W719/9,Oil Filter,0,,,0,TIER_E
EL50723,W723,Oil Filter,0,,,0,TIER_E
EL57232,W723/2,Oil Filter,0,,,0,TIER_E
EL50724,W724,Oil Filter,0,,,0,TIER_E
EL57241,W724/1X,Oil Filter,0,,,0,TIER_E
EL57242,W724/2,Oil Filter,0,,,0,TIER_E
EL57244,W724/4,Oil Filter,0,,,0,TIER_E
EL57245,W724/5,Oil Filter,0,,,0,TIER_E
EL50735,W735,Oil Filter,0,,,0,TIER_E
EL50752,W75/2,Oil Filter,0,,,0,TIER_E
EL50754,W75/4,Oil Filter,0,,,0,TIER_E
EL57562,W7562,Oil Filter,0,,,0,TIER_E
EL50773,W77/3,Oil Filter,0,,,0,TIER_E
EL50077,W77N,Oil Filter,0,,,0,TIER_E
EL50078,W78,Oil Filter,0,,,0,TIER_E
EL50793,W79/3,Oil Filter,0,,,0,TIER_E
EL58004,W8004,Oil Filter,0,,,0,TIER_E
EL58037,W8037,Oil Filter,0,,,0,TIER_E
EL58039,W8039,Oil Filter,0,,,0,TIER_E
EL50810,W810,Oil Filter,0,,,0,TIER_E
EL50811,W811,Oil Filter,0,,,0,TIER_E
EL51180,W811/80IBAOYANG,Oil Filter,0,,,0,TIER_E
EL51181,W811/81X,Oil Filter,0,,,0,TIER_E
EL50813,W813,Oil Filter,0,,,0,TIER_E
EL58131,W813/1,Oil Filter,0,,,0,TIER_E
EL58136,W813/6,Oil Filter,0,,,0,TIER_E
EL51480,W814/80X,Oil Filter,0,,,0,TIER_E
EL51481,W814/81,Oil Filter,0,,,0,TIER_E
EL51481,W814/81X,Oil Filter,0,,,0,TIER_E
EL58151,W815/1,Oil Filter,0,,,0,TIER_E
EL58153,W815/3X,Oil Filter,0,,,0,TIER_E
EL58154,W815/4,Oil Filter,0,,,0,TIER_E
EL51580,W815/80X,Oil Filter,0,,,0,TIER_E
EL50815,W815X,Oil Filter,0,,,0,TIER_E
EL51780,W817/80,Oil Filter,0,,,0,TIER_E
EL58183,W818/3,Oil Filter,0,,,0,TIER_E
EL58184,W818/4,Oil Filter,0,,,0,TIER_E
EL58185,W818/5,Oil Filter,0,,,0,TIER_E
EL51880,W818/80,Oil Filter,0,,,0,TIER_E
EL51882,W818/82X,Oil Filter,0,,,0,TIER_E
EL51883,W818/83,Oil Filter,0,,,0,TIER_E
EL50823,W823,Oil Filter,0,,,0,TIER_E
EL52580,W825/80,Oil Filter,0,,,0,TIER_E
EL50830,W830,Oil Filter,0,,,0,TIER_E
EL50901,W901,Oil Filter,0,,,0,TIER_E
EL59018,W9018,Oil Filter,0,,,0,TIER_E
EL59039,W9039,Oil Filter,0,,,0,TIER_E
EL59056,W9056,Oil Filter,0,,,0,TIER_E
EL59061,W9061,Oil Filter,0,,,0,TIER_E
EL59062,W9062,Oil Filter,0,,,0,TIER_E
EL59093,W9093,Oil Filter,1,IVECO,5801877000,20,TIER_D
EL59101,W910/1,Oil Filter,0,,,0,TIER_E
EL59103,W910/3,Oil Filter,0,,,0,TIER_E
EL59105,W910/5,Oil Filter,0,,,0,TIER_E
EL59115,W9115,Oil Filter,0,,,0,TIER_E
EL59117,W9117,Oil Filter,0,,,0,TIER_E
EL50912,W912,Oil Filter,0,,,0,TIER_E
EL50913,W913,Oil Filter,0,,,0,TIER_E
EL59136,W913/6,Oil Filter,0,,,0,TIER_E
EL50914,W914,Oil Filter,0,,,0,TIER_E
EL51411,W914/11,Oil Filter,0,,,0,TIER_E
EL51412,W914/12,Oil Filter,0,,,0,TIER_E
EL51413,W914/13,Oil Filter,0,,,0,TIER_E
EL51414,W914/14,Oil Filter,0,,,0,TIER_E
EL51415,W914/15,Oil Filter,0,,,0,TIER_E
EL51417,W914/17,Oil Filter,0,,,0,TIER_E
EL51419,W914/19,Oil Filter,0,,,0,TIER_E
EL51420,W914/20,Oil Filter,0,,,0,TIER_E
EL51424,W914/24,Oil Filter,0,,,0,TIER_E
EL59142,W914/2N,Oil Filter,0,,,0,TIER_E
EL59143,W914/3,Oil Filter,0,,,0,TIER_E
EL59145,W914/5,Oil Filter,0,,,0,TIER_E
EL59146,W914/6,Oil Filter,0,,,0,TIER_E
EL59146,W914/6X,Oil Filter,0,,,0,TIER_E
EL59147,W914/7,Oil Filter,0,,,0,TIER_E
EL59147,W914/7V,Oil Filter,0,,,0,TIER_E
EL59147,W914/7X,Oil Filter,0,,,0,TIER_E
EL59148,W914/8,Oil Filter,0,,,0,TIER_E
EL51480,W914/80,Oil Filter,0,,,0,TIER_E
EL59148,W914/8X,Oil Filter,0,,,0,TIER_E
EL59149,W914/9,Oil Filter,0,,,0,TIER_E
EL59149,W914/9X,Oil Filter,0,,,0,TIER_E
EL56110,W916/1(10),Oil Filter,0,,,0,TIER_E
EL59161,W916/1X,Oil Filter,0,,,0,TIER_E
EL51710,W917(10),Oil Filter,0,,,0,TIER_E
EL59183,W918/3,Oil Filter,0,,,0,TIER_E
EL59201,W920/1,Oil Filter,0,,,0,TIER_E
EL52012,W920/12,Oil Filter,0,,,0,TIER_E
EL52013,W920/13,Oil Filter,0,,,0,TIER_E
EL52015,W920/15,Oil Filter,0,,,0,TIER_E
EL52016,W920/16,Oil Filter,0,,,0,TIER_E
EL52018,W920/18,Oil Filter,0,,,0,TIER_E
EL52019,W920/19,Oil Filter,0,,,0,TIER_E
EL59202,W920/2,Oil Filter,0,,,0,TIER_E
EL52021,W920/21X,Oil Filter,0,,,0,TIER_E
EL52022,W920/22,Oil Filter,0,,,0,TIER_E
EL52025,W920/25,Oil Filter,0,,,0,TIER_E
EL52026,W920/26,Oil Filter,0,,,0,TIER_E
EL59203,W920/3,Oil Filter,0,,,0,TIER_E
EL52036,W920/36,Oil Filter,0,,,0,TIER_E
EL59203,W920/3X,Oil Filter,0,,,0,TIER_E
EL59204,W920/4,Oil Filter,0,,,0,TIER_E
EL59205,W920/5,Oil Filter,0,,,0,TIER_E
EL50610,W920/6(10),Oil Filter,0,,,0,TIER_E
EL52081,W920/81,Oil Filter,0,,,0,TIER_E
EL59209,W920/9,Oil Filter,0,,,0,TIER_E
EL52181,W921/81,Oil Filter,0,,,0,TIER_E
EL50922,W922,Oil Filter,0,,,0,TIER_E
EL59221,W922/1,Oil Filter,0,,,0,TIER_E
EL50923,W923,Oil Filter,0,,,0,TIER_E
EL59232,W923/2,Oil Filter,0,,,0,TIER_E
EL59235,W923/5,Oil Filter,0,,,0,TIER_E
EL59236,W923/6,Oil Filter,0,,,0,TIER_E
EL50929,W929,Oil Filter,0,,,0,TIER_E
EL59301,W930/1,Oil Filter,0,,,0,TIER_E
EL53014,W930/14,Oil Filter,0,,,0,TIER_E
EL53019,W930/19,Oil Filter,0,,,0,TIER_E
EL59302,W930/2,Oil Filter,0,,,0,TIER_E
EL59304,W930/4,Oil Filter,0,,,0,TIER_E
EL59308,W930/8,Oil Filter,0,,,0,TIER_E
EL50931,W931,Oil Filter,0,,,0,TIER_E
EL53280,W932/80,Oil Filter,0,,,0,TIER_E
EL59333,W933/3,Oil Filter,0,,,0,TIER_E
EL50936,W936,Oil Filter,0,,,0,TIER_E
EL59363,W936/3,Oil Filter,0,,,0,TIER_E
EL50939,W939,Oil Filter,0,,,0,TIER_E
EL54010,W940(10),Oil Filter,0,,,0,TIER_E
EL54011,W940/11,Oil Filter,0,,,0,TIER_E
EL54012,W940/12,Oil Filter,0,,,0,TIER_E
EL54015,W940/15,Oil Filter,0,,,0,TIER_E
EL54016,W940/16,Oil Filter,0,,,0,TIER_E
EL54017,W940/17,Oil Filter,0,,,0,TIER_E
EL54022,W940/22,Oil Filter,0,,,0,TIER_E
EL54023,W940/23,Oil Filter,0,,,0,TIER_E
EL52510,W940/25(10),Oil Filter,0,,,0,TIER_E
EL54025,W940/25N,Oil Filter,0,,,0,TIER_E
EL54032,W940/32,Oil Filter,0,,,0,TIER_E
EL54048,W940/48,Oil Filter,0,,,0,TIER_E
EL50510,W940/5(10),Oil Filter,0,,,0,TIER_E
EL55110,W940/51(10),Oil Filter,0,,,0,TIER_E
EL59407,W940/7,Oil Filter,0,,,0,TIER_E
EL54070,W940/70,Oil Filter,0,,,0,TIER_E
EL59407,W940/7X,Oil Filter,0,,,0,TIER_E
EL59409,W940/9,Oil Filter,0,,,0,TIER_E
EL50944,W944,Oil Filter,0,,,0,TIER_E
EL55015,W950/15,Oil Filter,0,,,0,TIER_E
EL55024,W950/24,Oil Filter,1,COMPAIR,98262/199,20,TIER_D
EL55040,W950/40,Oil Filter,0,,,0,TIER_E
EL55042,W950/42,Oil Filter,0,,,0,TIER_E
EL59506,W9506,Oil Filter,0,,,0,TIER_E
EL59511,W951/1,Oil Filter,0,,,0,TIER_E
EL50953,W953,Oil Filter,0,,,0,TIER_E
EL50954,W954,Oil Filter,0,,,0,TIER_E
EL56213,W962/13,Oil Filter,0,,,0,TIER_E
EL56232,W962/32,Oil Filter,0,,,0,TIER_E
EL52610,W962/6(10),Oil Filter,0,,,0,TIER_E
EL59627,W962/7,Oil Filter,0,,,0,TIER_E
EL56271,W962/71,Oil Filter,0,,,0,TIER_E
EL52262,WA12262,Oil Filter,0,,,0,TIER_E
EL52299,WA12299,Oil Filter,0,,,0,TIER_E
EL50912,WA912,Oil Filter,0,,,0,TIER_E
EL59211,WA921/1,Oil Filter,0,,,0,TIER_E
EL59238,WA923/8,Oil Filter,0,,,0,TIER_E
EL50926,WA926,Oil Filter,0,,,0,TIER_E
EL50940,WA940,Oil Filter,0,,,0,TIER_E
EL54010,WA940/10,Oil Filter,0,,,0,TIER_E
EL54022,WA940/22,Oil Filter,0,,,0,TIER_E
EL54023,WA940/23,Oil Filter,0,,,0,TIER_E
EL59403,WA940/3,Oil Filter,0,,,0,TIER_E
EL59405,WA940/5,Oil Filter,0,,,0,TIER_E
EL53002,WD13002,Oil Filter,0,,,0,TIER_E
EL53004,WD13004,Oil Filter,0,,,0,TIER_E
EL50102,WD13010/2X,Oil Filter,0,,,0,TIER_E
EL53125,WD13125,Oil Filter,0,,,0,TIER_E
EL54510,WD13145/10,Oil Filter,0,,,0,TIER_E
EL51456,WD13145/6,Oil Filter,0,,,0,TIER_E
EL53747,WD1374/7,Oil Filter,0,,,0,TIER_E
EL57242,WD724/2,Oil Filter,0,,,0,TIER_E
EL59202,WD920/2,Oil Filter,0,,,0,TIER_E
EL54026,WD940/26,Oil Filter,2,BAUER,N32047,20,TIER_D
EL54026,WD940/26,Oil Filter,2,UNICCOMP,N32047,20,TIER_D
EL59406,WD940/6,Oil Filter,0,,,0,TIER_E
EL59501,WD950/1,Oil Filter,0,,,0,TIER_E
EL56211,WD962/11,Oil Filter,0,,,0,TIER_E
EL56212,WD962/12,Oil Filter,0,,,0,TIER_E
EL56221,WD962/21,Oil Filter,0,,,0,TIER_E
EL59624,WD962/4,Oil Filter,0,,,0,TIER_E
EL59625,WD962/5,Oil Filter,0,,,0,TIER_E
EL51102,WDK11102,Oil Filter,0,,,0,TIER_E
EL50214,WDK11102/14,Oil Filter,0,,,0,TIER_E
EL50217,WDK11102/17,Oil Filter,3,BOMAG,088 201 24,40,TIER_C
EL50217,WDK11102/17,Oil Filter,3,DEUTZ AG / DEUTZ-FAHR (KHD),0426 8706,40,TIER_C
EL50217,WDK11102/17,Oil Filter,3,DEUTZ AG / DEUTZ-FAHR (KHD),0426 6875,40,TIER_C
EL50242,WDK11102/42,Oil Filter,0,,,0,TIER_E
EL51026,WDK11102/6,Oil Filter,0,,,0,TIER_E
EL51027,WDK11102/7,Oil Filter,0,,,0,TIER_E
EL51028,WDK11102/8,Oil Filter,0,,,0,TIER_E
EL50289,WDK11102/89,Oil Filter,0,,,0,TIER_E
EL51170,WDK1170,Oil Filter,1,MTU,X59308300031,20,TIER_D
EL51451,WDK13145/1,Oil Filter,0,,,0,TIER_E
EL51452,WDK13145/2,Oil Filter,1,MTU,X51408300061,20,TIER_D
EL54598,WDK13145/98,Oil Filter,0,,,0,TIER_E
EL57192,WDK719/2,Oil Filter,2,MTU,X89008300004,20,TIER_D
EL57192,WDK719/2,Oil Filter,2,STEYR MOTORS,703847,20,TIER_D
EL50724,WDK724,Oil Filter,0,,,0,TIER_E
EL59283,WDK928/3,Oil Filter,0,,,0,TIER_E
EL54023,WDK940/23,Oil Filter,1,DEUTZ AG / DEUTZ-FAHR (KHD),0031 9257,20,TIER_D
EL56210,WDK962/10,Oil Filter,0,,,0,TIER_E
EL56211,WDK962/11,Oil Filter,1,MTU,0020921801,20,TIER_D
EL51210,WDK962/12(10),Oil Filter,0,,,0,TIER_E
EL56213,WDK962/13,Oil Filter,0,,,0,TIER_E
EL56214,WDK962/14,Oil Filter,1,KAMAZ,WDK 962/14,20,TIER_D
EL56215,WDK962/15,Oil Filter,0,,,0,TIER_E
EL56218,WDK962/18,Oil Filter,0,,,0,TIER_E
EL50999,WDK999,Oil Filter,0,,,0,TIER_E
EL59992,WDK999/2,Oil Filter,0,,,0,TIER_E
EL53145,WDV13145,Oil Filter,0,,,0,TIER_E
EL50920,WDV920,Oil Filter,0,,,0,TIER_E
EL50940,WDV940,Oil Filter,0,,,0,TIER_E
EL59402,WDV940/2,Oil Filter,0,,,0,TIER_E
EL59403,WDV940/3,Oil Filter,0,,,0,TIER_E
EL50950,WDV950,Oil Filter,0,,,0,TIER_E
EL59501,WDV950/1,Oil Filter,0,,,0,TIER_E
EL50962,WDV962,Oil Filter,0,,,0,TIER_E
EL50912,WF912,Oil Filter,0,,,0,TIER_E
EL50914,WF914,Oil Filter,0,,,0,TIER_E
EL59142,WF914/2,Oil Filter,0,,,0,TIER_E
EL59151,WF915/1,Oil Filter,0,,,0,TIER_E
EL59156,WF915/6,Oil Filter,0,,,0,TIER_E
EL50916,WF916,Oil Filter,0,,,0,TIER_E
EL59161,WF916/1,Oil Filter,0,,,0,TIER_E
EL50917,WF917,Oil Filter,0,,,0,TIER_E
EL50920,WF920,Oil Filter,0,,,0,TIER_E
EL59202,WF920/2,Oil Filter,0,,,0,TIER_E
EL50930,WF930,Oil Filter,0,,,0,TIER_E
EL59302,WF930/2,Oil Filter,0,,,0,TIER_E
EL59303,WF930/3,Oil Filter,0,,,0,TIER_E
EL59322,WF932/2,Oil Filter,0,,,0,TIER_E
EL50962,WF962,Oil Filter,0,,,0,TIER_E
EL59622,WF962/2,Oil Filter,0,,,0,TIER_E
EL59629,WF962/9,Oil Filter,0,,,0,TIER_E
EL50003,WH10003,Oil Filter,0,,,0,TIER_E
EL59002,WH9002,Oil Filter,0,,,0,TIER_E
EL58030,WH980/30,Oil Filter,0,,,0,TIER_E
EF50040,WK10040Z,Fuel Filter,0,,,0,TIER_E
EF50049,WK10049,Fuel Filter,0,,,0,TIER_E
EF50053,WK10053,Fuel Filter,0,,,0,TIER_E
EF56010,WK1060/10X,Fuel Filter,0,,,0,TIER_E
EF50602,WK1060/2,Fuel Filter,0,,,0,TIER_E
EF50701,WK1070/1X,Fuel Filter,0,,,0,TIER_E
EF50702,WK1070/2X,Fuel Filter,0,,,0,TIER_E
EF51090,WK1090,Fuel Filter,0,,,0,TIER_E
EF51039,WK11039Z,Fuel Filter,0,,,0,TIER_E
EF50502,WK11050/2Z,Fuel Filter,0,,,0,TIER_E
EF51076,WK11076Z,Fuel Filter,2,SANY GROUP,B222100000766,20,TIER_D
EF51076,WK11076Z,Fuel Filter,2,SDLG,11210238,20,TIER_D
EF51126,WK1126,Fuel Filter,0,,,0,TIER_E
EF51145,WK1145,Fuel Filter,0,,,0,TIER_E
EF51148,WK1148,Fuel Filter,0,,,0,TIER_E
EF51157,WK1157,Fuel Filter,0,,,0,TIER_E
EF51163,WK1163,Fuel Filter,0,,,0,TIER_E
EF51164,WK1164,Fuel Filter,0,,,0,TIER_E
EF51165,WK1165,Fuel Filter,0,,,0,TIER_E
EF52007,WK12007,Fuel Filter,0,,,0,TIER_E
EF52015,WK12015X,Fuel Filter,0,,,0,TIER_E
EF51111,WK12111/1,Fuel Filter,0,,,0,TIER_E
EF50211,WK21/1,Fuel Filter,0,,,0,TIER_E
EF50212,WK21/2,Fuel Filter,0,,,0,TIER_E
EF51210,WK21/2(10),Fuel Filter,0,,,0,TIER_E
EF53002,WK3002,Fuel Filter,0,,,0,TIER_E
EF50031,WK31,Fuel Filter,0,,,0,TIER_E
EF50311,WK31/1,Fuel Filter,0,,,0,TIER_E
EF50313,WK31/3,Fuel Filter,0,,,0,TIER_E
EF50316,WK31/6,Fuel Filter,0,,,0,TIER_E
EF50317,WK31/7,Fuel Filter,0,,,0,TIER_E
EF50318,WK31/8,Fuel Filter,0,,,0,TIER_E
EF53180,WK31/80,Fuel Filter,0,,,0,TIER_E
EF50319,WK31/9,Fuel Filter,0,,,0,TIER_E
EF50321,WK32/1,Fuel Filter,0,,,0,TIER_E
EF50322,WK32/2,Fuel Filter,0,,,0,TIER_E
EF50408,WK408,Fuel Filter,0,,,0,TIER_E
EF50041,WK41,Fuel Filter,0,,,0,TIER_E
EF50042,WK42,Fuel Filter,0,,,0,TIER_E
EF54213,WK42/13,Fuel Filter,0,,,0,TIER_E
EF50429,WK42/9,Fuel Filter,0,,,0,TIER_E
EF50043,WK43,Fuel Filter,0,,,0,TIER_E
EF50431,WK43/1,Fuel Filter,0,,,0,TIER_E
EF50435,WK43/5,Fuel Filter,0,,,0,TIER_E
EF50451,WK45/1,Fuel Filter,0,,,0,TIER_E
EF50478,WK478,Fuel Filter,0,,,0,TIER_E
EF55005,WK5005Z,Fuel Filter,0,,,0,TIER_E
EF55008,WK5008,Fuel Filter,0,,,0,TIER_E
EF55009,WK5009,Fuel Filter,0,,,0,TIER_E
EF55013,WK5013,Fuel Filter,0,,,0,TIER_E
EF55014,WK5014,Fuel Filter,0,,,0,TIER_E
EF55018,WK5018,Fuel Filter,0,,,0,TIER_E
EF55019,WK5019,Fuel Filter,0,,,0,TIER_E
EF55022,WK5022,Fuel Filter,0,,,0,TIER_E
EF55026,WK5026,Fuel Filter,0,,,0,TIER_E
EF55029,WK5029,Fuel Filter,0,,,0,TIER_E
EF55036,WK5036,Fuel Filter,0,,,0,TIER_E
EF50509,WK509,Fuel Filter,0,,,0,TIER_E
EF50519,WK519,Fuel Filter,0,,,0,TIER_E
EF50521,WK521,Fuel Filter,0,,,0,TIER_E
EF55211,WK521/1,Fuel Filter,0,,,0,TIER_E
EF50523,WK523,Fuel Filter,0,,,0,TIER_E
EF50554,WK55/4,Fuel Filter,0,,,0,TIER_E
EF50582,WK58/2,Fuel Filter,0,,,0,TIER_E
EF50584,WK58/4,Fuel Filter,0,,,0,TIER_E
EF56006,WK6006,Fuel Filter,0,,,0,TIER_E
EF56031,WK6031M,Fuel Filter,0,,,0,TIER_E
EF56040,WK6040,Fuel Filter,0,,,0,TIER_E
EF56043,WK6043,Fuel Filter,0,,,0,TIER_E
EF56047,WK6047,Fuel Filter,0,,,0,TIER_E
