timestamp,sensor_id,machine_id,metric_type,metric_value,unit
2026-07-18T04:25:45.403191,SNS-102,EQP-CMP-01,energy,123.41,kWh
2026-07-18T04:45:45.403191,SNS-201,EQP-BLD-01,temperature,68.73,C
2026-07-18T05:05:45.403191,SNS-301,EQP-PMP-02,vibration,1.95,mm/s
2026-07-18T05:25:45.403191,SNS-101,EQP-CMP-01,energy,127.77,kWh
2026-07-18T05:45:45.403191,SNS-102,EQP-BLD-01,temperature,62.49,C
2026-07-18T06:05:45.403191,SNS-201,EQP-PMP-02,vibration,1.93,mm/s
2026-07-18T06:25:45.403191,SNS-301,EQP-CMP-01,energy,115.75,kWh
2026-07-18T06:45:45.403191,SNS-101,EQP-BLD-01,temperature,60.9,C
2026-07-18T07:05:45.403191,SNS-102,EQP-PMP-02,vibration,1.92,mm/s
2026-07-18T07:25:45.403191,SNS-201,EQP-CMP-01,energy,113.66,kWh
2026-07-18T07:45:45.403191,SNS-301,EQP-BLD-01,temperature,70.62,C
2026-07-18T08:05:45.403191,SNS-101,EQP-PMP-02,vibration,2.25,mm/s
2026-07-18T08:25:45.403191,SNS-102,EQP-CMP-01,energy,112.78,kWh
2026-07-18T08:45:45.403191,SNS-201,EQP-BLD-01,temperature,68.29,C
2026-07-18T09:05:45.403191,SNS-301,EQP-PMP-02,vibration,2.84,mm/s
2026-07-18T09:25:45.403191,SNS-101,EQP-CMP-01,energy,131.25,kWh
2026-07-18T09:45:45.403191,SNS-102,EQP-BLD-01,temperature,70.81,C
2026-07-18T10:05:45.403191,SNS-201,EQP-PMP-02,vibration,2.44,mm/s
2026-07-18T10:25:45.403191,SNS-301,EQP-CMP-01,energy,108.35,kWh
2026-07-18T10:45:45.403191,SNS-101,EQP-BLD-01,temperature,63.07,C
2026-07-18T11:05:45.403191,SNS-102,EQP-PMP-02,vibration,2.58,mm/s
2026-07-18T11:25:45.403191,SNS-201,EQP-CMP-01,energy,118.25,kWh
2026-07-18T11:45:45.403191,SNS-301,EQP-BLD-01,temperature,65.76,C
2026-07-18T12:05:45.403191,SNS-101,EQP-PMP-02,vibration,2.32,mm/s
2026-07-18T12:25:45.403191,SNS-102,EQP-CMP-01,energy,120.66,kWh
2026-07-18T12:45:45.403191,SNS-201,EQP-BLD-01,temperature,60.03,C
2026-07-18T13:05:45.403191,SNS-301,EQP-PMP-02,vibration,2.26,mm/s
2026-07-18T13:25:45.403191,SNS-101,EQP-CMP-01,energy,120.27,kWh
2026-07-18T13:45:45.403191,SNS-102,EQP-BLD-01,temperature,69.96,C
2026-07-18T14:05:45.403191,SNS-201,EQP-PMP-02,vibration,2.24,mm/s
2026-07-18T14:25:45.403191,SNS-301,EQP-CMP-01,energy,131.86,kWh
2026-07-18T14:45:45.403191,SNS-101,EQP-BLD-01,temperature,66.17,C
2026-07-18T15:05:45.403191,SNS-102,EQP-PMP-02,vibration,2.13,mm/s
2026-07-18T15:25:45.403191,SNS-201,EQP-CMP-01,energy,130.34,kWh
2026-07-18T15:45:45.403191,SNS-301,EQP-BLD-01,temperature,67.83,C
2026-07-18T16:05:45.403191,SNS-101,EQP-PMP-02,vibration,2.66,mm/s
2026-07-18T16:25:45.403191,SNS-102,EQP-CMP-01,energy,109.42,kWh
2026-07-18T16:45:45.403191,SNS-201,EQP-BLD-01,temperature,59.45,C
2026-07-18T17:05:45.403191,SNS-301,EQP-PMP-02,vibration,2.44,mm/s
2026-07-18T17:25:45.403191,SNS-101,EQP-CMP-01,energy,115.03,kWh
2026-07-18T17:45:45.403191,SNS-102,EQP-BLD-01,temperature,65.52,C
2026-07-18T18:05:45.403191,SNS-201,EQP-PMP-02,vibration,2.01,mm/s
2026-07-18T18:25:45.403191,SNS-301,EQP-CMP-01,energy,118.27,kWh
2026-07-18T18:45:45.403191,SNS-101,EQP-BLD-01,temperature,57.64,C
2026-07-18T19:05:45.403191,SNS-102,EQP-PMP-02,vibration,3.09,mm/s
2026-07-18T19:25:45.403191,SNS-201,EQP-CMP-01,energy,126.8,kWh
2026-07-18T19:45:45.403191,SNS-301,EQP-BLD-01,temperature,65.11,C
2026-07-18T20:05:45.403191,SNS-101,EQP-PMP-02,vibration,1.93,mm/s
2026-07-18T20:25:45.403191,SNS-102,EQP-CMP-01,energy,108.67,kWh
2026-07-18T20:45:45.403191,SNS-201,EQP-BLD-01,temperature,58.87,C
2026-07-18T21:05:45.403191,SNS-301,EQP-PMP-02,vibration,2.69,mm/s
2026-07-18T21:25:45.403191,SNS-101,EQP-CMP-01,energy,124.32,kWh
2026-07-18T21:45:45.403191,SNS-102,EQP-BLD-01,temperature,59.39,C
2026-07-18T22:05:45.403191,SNS-201,EQP-PMP-02,vibration,2.91,mm/s
2026-07-18T22:25:45.403191,SNS-301,EQP-CMP-01,energy,131.53,kWh
2026-07-18T22:45:45.403191,SNS-101,EQP-BLD-01,temperature,72.01,C
2026-07-18T23:05:45.403191,SNS-102,EQP-PMP-02,vibration,2.57,mm/s
2026-07-18T23:25:45.403191,SNS-201,EQP-CMP-01,energy,111.52,kWh
2026-07-18T23:45:45.403191,SNS-301,EQP-BLD-01,temperature,66.31,C
2026-07-19T00:05:45.403191,SNS-101,EQP-PMP-02,vibration,2.56,mm/s
2026-07-19T00:25:45.403191,SNS-102,EQP-CMP-01,energy,129.77,kWh
2026-07-19T00:45:45.403191,SNS-201,EQP-BLD-01,temperature,64.83,C
2026-07-19T01:05:45.403191,SNS-301,EQP-PMP-02,vibration,2.67,mm/s
2026-07-19T01:25:45.403191,SNS-101,EQP-CMP-01,energy,124.78,kWh
2026-07-19T01:45:45.403191,SNS-102,EQP-BLD-01,temperature,68.75,C
2026-07-19T02:05:45.403191,SNS-201,EQP-PMP-02,vibration,2.97,mm/s
2026-07-19T02:25:45.403191,SNS-301,EQP-CMP-01,energy,123.47,kWh
2026-07-19T02:45:45.403191,SNS-101,EQP-BLD-01,temperature,57.58,C
2026-07-19T03:05:45.403191,SNS-102,EQP-PMP-02,vibration,1.99,mm/s
2026-07-19T03:25:45.403191,SNS-201,EQP-CMP-01,energy,131.01,kWh
2026-07-19T03:45:45.403191,SNS-301,EQP-BLD-01,temperature,62.28,C
2026-07-19T04:05:45.403191,SNS-101,EQP-PMP-02,vibration,2.06,mm/s
2026-07-19T04:25:45.403191,SNS-102,EQP-CMP-01,energy,126.65,kWh
2026-07-19T04:45:45.403191,SNS-201,EQP-BLD-01,temperature,63.16,C
2026-07-19T05:05:45.403191,SNS-301,EQP-PMP-02,vibration,3.04,mm/s
2026-07-19T05:25:45.403191,SNS-101,EQP-CMP-01,energy,115.31,kWh
2026-07-19T05:45:45.403191,SNS-102,EQP-BLD-01,temperature,62.2,C
2026-07-19T06:05:45.403191,SNS-201,EQP-PMP-02,vibration,2.76,mm/s
2026-07-19T06:25:45.403191,SNS-301,EQP-CMP-01,energy,116.86,kWh
2026-07-19T06:45:45.403191,SNS-101,EQP-BLD-01,temperature,63.26,C
2026-07-19T07:05:45.403191,SNS-102,EQP-PMP-02,vibration,1.95,mm/s
2026-07-19T07:25:45.403191,SNS-201,EQP-CMP-01,energy,116.43,kWh
2026-07-19T07:45:45.403191,SNS-301,EQP-BLD-01,temperature,57.9,C
2026-07-19T08:05:45.403191,SNS-101,EQP-PMP-02,vibration,2.2,mm/s
2026-07-19T08:25:45.403191,SNS-102,EQP-CMP-01,energy,131.27,kWh
2026-07-19T08:45:45.403191,SNS-201,EQP-BLD-01,temperature,61.77,C
2026-07-19T09:05:45.403191,SNS-301,EQP-PMP-02,vibration,2.67,mm/s
2026-07-19T09:25:45.403191,SNS-101,EQP-CMP-01,energy,108.7,kWh
2026-07-19T09:45:45.403191,SNS-102,EQP-BLD-01,temperature,59.34,C
2026-07-19T10:05:45.403191,SNS-201,EQP-PMP-02,vibration,1.97,mm/s
2026-07-19T10:25:45.403191,SNS-301,EQP-CMP-01,energy,125.83,kWh
2026-07-19T10:45:45.403191,SNS-101,EQP-BLD-01,temperature,64.8,C
2026-07-19T11:05:45.403191,SNS-102,EQP-PMP-02,vibration,2.09,mm/s
2026-07-19T11:25:45.403191,SNS-201,EQP-CMP-01,energy,120.66,kWh
2026-07-19T11:45:45.403191,SNS-301,EQP-BLD-01,temperature,58.06,C
2026-07-19T12:05:45.403191,SNS-101,EQP-PMP-02,vibration,3.06,mm/s
2026-07-19T12:25:45.403191,SNS-102,EQP-CMP-01,energy,119.39,kWh
2026-07-19T12:45:45.403191,SNS-201,EQP-BLD-01,temperature,61.0,C
2026-07-19T13:05:45.403191,SNS-301,EQP-PMP-02,vibration,2.95,mm/s
2026-07-19T13:25:45.403191,SNS-101,EQP-CMP-01,energy,111.58,kWh
2026-07-19T13:45:45.403191,SNS-102,EQP-BLD-01,temperature,60.44,C
2026-07-19T14:05:45.403191,SNS-201,EQP-PMP-02,vibration,2.6,mm/s
2026-07-19T14:25:45.403191,SNS-301,EQP-CMP-01,energy,119.67,kWh
2026-07-19T14:45:45.403191,SNS-101,EQP-BLD-01,temperature,66.06,C
2026-07-19T15:05:45.403191,SNS-102,EQP-PMP-02,vibration,2.2,mm/s
2026-07-19T15:25:45.403191,SNS-201,EQP-CMP-01,energy,114.43,kWh
2026-07-19T15:45:45.403191,SNS-301,EQP-BLD-01,temperature,70.77,C
2026-07-19T16:05:45.403191,SNS-101,EQP-PMP-02,vibration,2.03,mm/s
2026-07-19T16:25:45.403191,SNS-102,EQP-CMP-01,energy,117.71,kWh
2026-07-19T16:45:45.403191,SNS-201,EQP-BLD-01,temperature,66.78,C
2026-07-19T17:05:45.403191,SNS-301,EQP-PMP-02,vibration,2.89,mm/s
2026-07-19T17:25:45.403191,SNS-101,EQP-CMP-01,energy,127.9,kWh
2026-07-19T17:45:45.403191,SNS-102,EQP-BLD-01,temperature,61.71,C
2026-07-19T18:05:45.403191,SNS-201,EQP-PMP-02,vibration,2.94,mm/s
2026-07-19T18:25:45.403191,SNS-301,EQP-CMP-01,energy,114.53,kWh
2026-07-19T18:45:45.403191,SNS-101,EQP-BLD-01,temperature,69.39,C
2026-07-19T19:05:45.403191,SNS-102,EQP-PMP-02,vibration,1.93,mm/s
2026-07-19T19:25:45.403191,SNS-201,EQP-CMP-01,energy,114.06,kWh
2026-07-19T19:45:45.403191,SNS-301,EQP-BLD-01,temperature,66.36,C
2026-07-19T20:05:45.403191,SNS-101,EQP-PMP-02,vibration,2.6,mm/s
2026-07-19T20:25:45.403191,SNS-102,EQP-CMP-01,energy,129.04,kWh
2026-07-19T20:45:45.403191,SNS-201,EQP-BLD-01,temperature,71.89,C
2026-07-19T21:05:45.403191,SNS-301,EQP-PMP-02,vibration,2.7,mm/s
2026-07-19T21:25:45.403191,SNS-101,EQP-CMP-01,energy,123.76,kWh
2026-07-19T21:45:45.403191,SNS-102,EQP-BLD-01,temperature,66.73,C
2026-07-19T22:05:45.403191,SNS-201,EQP-PMP-02,vibration,3.02,mm/s
2026-07-19T22:25:45.403191,SNS-301,EQP-CMP-01,energy,125.97,kWh
2026-07-19T22:45:45.403191,SNS-101,EQP-BLD-01,temperature,63.95,C
2026-07-19T23:05:45.403191,SNS-102,EQP-PMP-02,vibration,2.72,mm/s
2026-07-19T23:25:45.403191,SNS-201,EQP-CMP-01,energy,122.79,kWh
2026-07-19T23:45:45.403191,SNS-301,EQP-BLD-01,temperature,58.78,C
2026-07-20T00:05:45.403191,SNS-101,EQP-PMP-02,vibration,1.9,mm/s
2026-07-20T00:25:45.403191,SNS-102,EQP-CMP-01,energy,131.49,kWh
2026-07-20T00:45:45.403191,SNS-201,EQP-BLD-01,temperature,69.99,C
2026-07-20T01:05:45.403191,SNS-301,EQP-PMP-02,vibration,3.05,mm/s
2026-07-20T01:25:45.403191,SNS-101,EQP-CMP-01,energy,119.41,kWh
2026-07-20T01:45:45.403191,SNS-102,EQP-BLD-01,temperature,60.46,C
2026-07-20T02:05:45.403191,SNS-201,EQP-PMP-02,vibration,2.2,mm/s
2026-07-20T02:25:45.403191,SNS-301,EQP-CMP-01,energy,130.88,kWh
2026-07-20T02:45:45.403191,SNS-101,EQP-BLD-01,temperature,70.8,C
2026-07-20T03:05:45.403191,SNS-102,EQP-PMP-02,vibration,2.96,mm/s
2026-07-20T03:25:45.403191,SNS-201,EQP-CMP-01,energy,125.99,kWh
2026-07-20T03:45:45.403191,SNS-301,EQP-BLD-01,temperature,61.83,C
2026-07-20T04:05:45.403191,SNS-101,EQP-PMP-02,vibration,2.34,mm/s
2026-07-20T04:25:45.403191,SNS-102,EQP-CMP-01,energy,116.88,kWh
2026-07-20T04:45:45.403191,SNS-201,EQP-BLD-01,temperature,71.88,C
2026-07-20T05:05:45.403191,SNS-301,EQP-PMP-02,vibration,2.22,mm/s
2026-07-20T05:25:45.403191,SNS-101,EQP-CMP-01,energy,130.23,kWh
2026-07-20T05:45:45.403191,SNS-102,EQP-BLD-01,temperature,70.32,C
2026-07-20T06:05:45.403191,SNS-201,EQP-PMP-02,vibration,2.34,mm/s
2026-07-20T06:25:45.403191,SNS-301,EQP-CMP-01,energy,125.32,kWh
2026-07-20T06:45:45.403191,SNS-101,EQP-BLD-01,temperature,60.36,C
2026-07-20T07:05:45.403191,SNS-102,EQP-PMP-02,vibration,3.02,mm/s
2026-07-20T07:25:45.403191,SNS-201,EQP-CMP-01,energy,125.7,kWh
2026-07-20T07:45:45.403191,SNS-301,EQP-BLD-01,temperature,63.88,C
2026-07-20T08:05:45.403191,SNS-101,EQP-PMP-02,vibration,2.74,mm/s
2026-07-20T08:25:45.403191,SNS-102,EQP-CMP-01,energy,125.44,kWh
2026-07-20T08:45:45.403191,SNS-201,EQP-BLD-01,temperature,69.63,C
2026-07-20T09:05:45.403191,SNS-301,EQP-PMP-02,vibration,2.0,mm/s
2026-07-20T09:25:45.403191,SNS-101,EQP-CMP-01,energy,109.35,kWh
2026-07-20T09:45:45.403191,SNS-102,EQP-BLD-01,temperature,63.05,C
2026-07-20T10:05:45.403191,SNS-201,EQP-PMP-02,vibration,2.32,mm/s
2026-07-20T10:25:45.403191,SNS-301,EQP-CMP-01,energy,130.41,kWh
2026-07-20T10:45:45.403191,SNS-101,EQP-BLD-01,temperature,69.96,C
2026-07-20T11:05:45.403191,SNS-102,EQP-PMP-02,vibration,2.44,mm/s
2026-07-20T11:25:45.403191,SNS-201,EQP-CMP-01,energy,113.39,kWh
2026-07-20T11:45:45.403191,SNS-301,EQP-BLD-01,temperature,63.67,C
2026-07-20T12:05:45.403191,SNS-101,EQP-PMP-02,vibration,2.96,mm/s
2026-07-20T12:25:45.403191,SNS-102,EQP-CMP-01,energy,112.09,kWh
2026-07-20T12:45:45.403191,SNS-201,EQP-BLD-01,temperature,61.05,C
2026-07-20T13:05:45.403191,SNS-301,EQP-PMP-02,vibration,2.15,mm/s
2026-07-20T13:25:45.403191,SNS-101,EQP-CMP-01,energy,107.57,kWh
2026-07-20T13:45:45.403191,SNS-102,EQP-BLD-01,temperature,70.08,C
2026-07-20T14:05:45.403191,SNS-201,EQP-PMP-02,vibration,2.37,mm/s
2026-07-20T14:25:45.403191,SNS-301,EQP-CMP-01,energy,111.32,kWh
2026-07-20T14:45:45.403191,SNS-101,EQP-BLD-01,temperature,58.61,C
2026-07-20T15:05:45.403191,SNS-102,EQP-PMP-02,vibration,3.0,mm/s
2026-07-20T15:25:45.403191,SNS-201,EQP-CMP-01,energy,128.57,kWh
2026-07-20T15:45:45.403191,SNS-301,EQP-BLD-01,temperature,58.8,C
2026-07-20T16:05:45.403191,SNS-101,EQP-PMP-02,vibration,2.15,mm/s
2026-07-20T16:25:45.403191,SNS-102,EQP-CMP-01,energy,112.17,kWh
2026-07-20T16:45:45.403191,SNS-201,EQP-BLD-01,temperature,60.81,C
2026-07-20T17:05:45.403191,SNS-301,EQP-PMP-02,vibration,2.03,mm/s
2026-07-20T17:25:45.403191,SNS-101,EQP-CMP-01,energy,121.44,kWh
2026-07-20T17:45:45.403191,SNS-102,EQP-BLD-01,temperature,69.44,C
2026-07-20T18:05:45.403191,SNS-201,EQP-PMP-02,vibration,2.97,mm/s
2026-07-20T18:25:45.403191,SNS-301,EQP-CMP-01,energy,128.47,kWh
2026-07-20T18:45:45.403191,SNS-101,EQP-BLD-01,temperature,68.77,C
2026-07-20T19:05:45.403191,SNS-102,EQP-PMP-02,vibration,2.38,mm/s
2026-07-20T19:25:45.403191,SNS-201,EQP-CMP-01,energy,126.98,kWh
2026-07-20T19:45:45.403191,SNS-301,EQP-BLD-01,temperature,67.88,C
2026-07-20T20:05:45.403191,SNS-101,EQP-PMP-02,vibration,2.17,mm/s
2026-07-20T20:25:45.403191,SNS-102,EQP-CMP-01,energy,124.58,kWh
2026-07-20T20:45:45.403191,SNS-201,EQP-BLD-01,temperature,60.78,C
2026-07-20T21:05:45.403191,SNS-301,EQP-PMP-02,vibration,2.44,mm/s
2026-07-20T21:25:45.403191,SNS-101,EQP-CMP-01,energy,131.58,kWh
2026-07-20T21:45:45.403191,SNS-102,EQP-BLD-01,temperature,69.7,C
2026-07-20T22:05:45.403191,SNS-201,EQP-PMP-02,vibration,2.29,mm/s
2026-07-20T22:25:45.403191,SNS-301,EQP-CMP-01,energy,115.94,kWh
2026-07-20T22:45:45.403191,SNS-101,EQP-BLD-01,temperature,58.7,C
2026-07-20T23:05:45.403191,SNS-102,EQP-PMP-02,vibration,2.79,mm/s
2026-07-20T23:25:45.403191,SNS-201,EQP-CMP-01,energy,108.45,kWh
2026-07-20T23:45:45.403191,SNS-301,EQP-BLD-01,temperature,62.88,C
2026-07-21T00:05:45.403191,SNS-101,EQP-PMP-02,vibration,2.08,mm/s
2026-07-21T00:25:45.403191,SNS-102,EQP-CMP-01,energy,123.6,kWh
2026-07-21T00:45:45.403191,SNS-201,EQP-BLD-01,temperature,58.72,C
2026-07-21T01:05:45.403191,SNS-301,EQP-PMP-02,vibration,2.91,mm/s
2026-07-21T01:25:45.403191,SNS-101,EQP-CMP-01,energy,108.94,kWh
2026-07-21T01:45:45.403191,SNS-102,EQP-BLD-01,temperature,57.82,C
2026-07-21T02:05:45.403191,SNS-201,EQP-PMP-02,vibration,2.15,mm/s
2026-07-21T02:25:45.403191,SNS-301,EQP-CMP-01,energy,129.28,kWh
2026-07-21T02:45:45.403191,SNS-101,EQP-BLD-01,temperature,59.26,C
2026-07-21T03:05:45.403191,SNS-102,EQP-PMP-02,vibration,2.74,mm/s
2026-07-21T03:25:45.403191,SNS-201,EQP-CMP-01,energy,129.19,kWh
2026-07-21T03:45:45.403191,SNS-301,EQP-BLD-01,temperature,58.31,C
2026-07-21T04:05:45.403191,SNS-101,EQP-PMP-02,vibration,2.15,mm/s
2026-07-21T04:25:45.403191,SNS-102,EQP-CMP-01,energy,119.52,kWh
2026-07-21T04:45:45.403191,SNS-201,EQP-BLD-01,temperature,67.96,C
2026-07-21T05:05:45.403191,SNS-301,EQP-PMP-02,vibration,2.85,mm/s
2026-07-21T05:25:45.403191,SNS-101,EQP-CMP-01,energy,120.31,kWh
2026-07-21T05:45:45.403191,SNS-102,EQP-BLD-01,temperature,59.33,C
2026-07-21T06:05:45.403191,SNS-201,EQP-PMP-02,vibration,2.96,mm/s
2026-07-21T06:25:45.403191,SNS-301,EQP-CMP-01,energy,122.7,kWh
2026-07-21T06:45:45.403191,SNS-101,EQP-BLD-01,temperature,71.5,C
2026-07-21T07:05:45.403191,SNS-102,EQP-PMP-02,vibration,3.05,mm/s
2026-07-21T07:25:45.403191,SNS-201,EQP-CMP-01,energy,112.21,kWh
2026-07-21T07:45:45.403191,SNS-301,EQP-BLD-01,temperature,67.07,C
2026-07-21T08:05:45.403191,SNS-101,EQP-PMP-02,vibration,2.29,mm/s
2026-07-21T08:25:45.403191,SNS-102,EQP-CMP-01,energy,123.93,kWh
2026-07-21T08:45:45.403191,SNS-201,EQP-BLD-01,temperature,64.04,C
2026-07-21T09:05:45.403191,SNS-301,EQP-PMP-02,vibration,2.27,mm/s
2026-07-21T09:25:45.403191,SNS-101,EQP-CMP-01,energy,116.33,kWh
2026-07-21T09:45:45.403191,SNS-102,EQP-BLD-01,temperature,66.95,C
2026-07-21T10:05:45.403191,SNS-201,EQP-PMP-02,vibration,1.93,mm/s
2026-07-21T10:25:45.403191,SNS-301,EQP-CMP-01,energy,129.22,kWh
2026-07-21T10:45:45.403191,SNS-101,EQP-BLD-01,temperature,60.83,C
2026-07-21T11:05:45.403191,SNS-102,EQP-PMP-02,vibration,2.01,mm/s
2026-07-21T11:25:45.403191,SNS-201,EQP-CMP-01,energy,113.89,kWh
2026-07-21T11:45:45.403191,SNS-301,EQP-BLD-01,temperature,62.77,C
2026-07-21T12:05:45.403191,SNS-101,EQP-PMP-02,vibration,2.79,mm/s
2026-07-21T12:25:45.403191,SNS-102,EQP-CMP-01,energy,117.29,kWh
2026-07-21T12:45:45.403191,SNS-201,EQP-BLD-01,temperature,58.42,C
2026-07-21T13:05:45.403191,SNS-301,EQP-PMP-02,vibration,2.91,mm/s
2026-07-21T13:25:45.403191,SNS-101,EQP-CMP-01,energy,120.44,kWh
